"Origin ID","Name","Alternative Name","ITI Number","Category","Source","Date","Palette","Threadcount","Notes","Origin URL"
"98","Holyrood (Commemorative)","","98","Commemorative","Buchan, Alistair","1977","A#5C8CA8; VDB#00002C; LB#0C585C; T#604000; W#E0E0E0; GO#BC8C00; N#888888;","VDB/96 LB24 GO6 LB6 W6 LB6 N18 T16 A4 T20 W/4","Designed by Alistair Buchan of Lochcarron of Scotland to commemorate the Silver Jubilee of Queen Elizabeth II in 1977. See also Macnaughton version. Sample in STA's Johnston Collection. Additional notes from the STS say: ""Holyrood is the Scottish equivalent of Buckingham Palace, the Queen's official residence in Scotland. She is guarded by 'The Royal Company of Archers', a non military force provided by the chiefs of the clans. A sample of the Holyrood tartan was presented to the Scottish Tartans Society by Lochcarron Weavers in 1980. Sample in STA Dalgety Collection.","http://www.tartansauthority.com/tartan-ferret/display/98/"
"100","Rae (Wilsons) (Clan)","","100","Clan; Family","Wilsons of Bannockburn","1819","HG#285800; DP#440044;","DP27 HG12 DP54 HG56 DP10 HG14 DP10 HG56 DP62 HG12 DP62 HG56 DP4 HG4 DP8 HG4 DP4 HG56 DP4 HG4 DP8 HG4 DP4 HG56 DP54 HG12 DP27","Asymmetric. STS entry reads: ""Wilson's of Bannockburn made two patterns, 'Rae' and 'MacCrae'; Rae was Ross with green for red and all the other stripes in purple; in MacCrae the same treatment was applied to the red MacRae tartan except for the white overchecks which remained. (Scarlett-1990)"" THis count from Wilsons 1819 Key Pattern Book. Sample in STA Johnston Collection - handwoven by Peter MacDonald. Peter MacDonald says (Key Pattern Book) that there are over a dozen patterns of this type which obviously have a common ancestor which was probably the Lumsden of the mid 1700s. (#869). Relevant tartans are Ross, Rae, MacRae and Marchioness of Huntly'and Princes Own.","http://www.tartansauthority.com/tartan-ferret/display/100/"
"103","Montmorency (Fashion)","","103","Canadian; Fashion","","pre 2002","K#101010; B#2C2C80; T#604000; G#006818;","B/6 G4 B28 G28 K30 G8 K30 G28 B4 G4 B6 G4 B/42 // B/6 T4 B28 T28 G30 T28 B4 T4 B6 T4 B42 T4 B6 T4 B4 T28 G30 T28 B28 T/4","Deatils from a Mrs K. Sinclair. Nomindex notes: ""A Canadian fancy based on the Black Watch. Warp & weft different. In the weft the green changes to brown and the black changes to green.","http://www.tartansauthority.com/tartan-ferret/display/103/"
"104","Baird (Clan)","Baird Htg.","104","Clan; Family","Clans Originaux","1880","P#780078; K#101010; B#2C2C80; G#006818;","P/12 G4 P4 G32 K32 B32 K8 B/12","This appears in J Claude's 1880 pattern books 'Clans Originaux' and 'Scotch Tartans' Sample in STA Johnston Collection. The sample in the Highland Society (London) collection has the triple stripes in red (see 273) but now they are conventionally in purple. Historically this tartan is 'Baird' but it's called Baird Hunting on the Baird website.","http://www.tartansauthority.com/tartan-ferret/display/104/"
"106","Bean of Freeport Htg (Corporate)","L.L. Bean","106","American; Corporate","Lindley, Harry","January 1988","DG#006438; NB#003C64; S#C8002C; RB#1C0070;","RB/6 DG41 NB20 S15 DG41 S15 NB/6","Designed by Harry Lindley of Kinloch Anderson as a variant of MacKintosh which turned out to be almost the same as Shaw opf Tordarroch - the only difference being the shade of the blue line in green and the fact that the Shaw sett has black guards on that blue. STS didn't notrice this when it was registered with them Woven by Peter MacArthur & Co Ltd of Hamilton for Kinloch Andreson's US client L.L.Bean Inc. who produced an extensive range of items such as men's shirts, lumber jackets etc., as well as luggage. L. L. Bean is a well known outfitter and mail order store in the United States. Very similar to Shaw of Tordarroch. Sometimes called ""Hunting"" Bean of Freeport.","http://www.tartansauthority.com/tartan-ferret/display/106/"
"108","Loch Leven (District)","","108","District","Thompson, Mrs P.J.","1975","BL#1474B4; AA#789484; G#006818; WW#FCFCFC;","BL/4 G26 BL22 AA8 WW18 BL/4","Mrs. P.J. Thompson (of or for Clan Crest textiles) This is a colour variation of Aviemore Check and Dogwood, both of which were designed by P.J. Thompson. Sample in STA's Johnston Collection.","http://www.tartansauthority.com/tartan-ferret/display/108/"
"109","Justus International (Personal)","","109","American; Personal","Justus, Christopher Carlisle","1982","WW#FCFCFC; P#780078; Y#E8C000; HG#285800;","P/48 HG24 P24 WW24 P24 Y24 P/48","Seen at Grandfather Mountain Games by Bob Martin in 1981 or 1982. The count is times four to make it the same scale as the slog. This range of Justus 'tartans' are included for historical reasons only: Were the Scottish Tartans Authority asked to register a range such as this, it would decline or at least limit the number to three and offer advice on tartan design.","http://www.tartansauthority.com/tartan-ferret/display/109/"
"114","Montgomery - 1842 (VS","Montgomerie","114","Clan; Family","Vestiarium Scoticum","1842","DB#2C2C80; HG#006818;","HG/48 DB16 HG8 DB/16","No other details. A sample at Kilbarchan Weaver's Cottage shows a very large sett with the thread count for each blue being 60. Also appears in Clans Originaux (Montgomerie) - checked by BW June 2004.","http://www.tartansauthority.com/tartan-ferret/display/114/"
"115","Elphinstone Check (Clan)","","115","Clan; Family","DCS p. 92","1842","DP#440044; G#006818;","DP/40 G20 DP40 G/120","This is Montgomery with purple stripes instead of blue. Sample (Pringles of Inverness, 1986) in STA's Johnston Collection. The original notes claimed that the source was Vestiarium Scoticum but there is no tartan of that name in the published version of V.S. Sample.","http://www.tartansauthority.com/tartan-ferret/display/115/"
"120","Mounth, The (Corporate)","","120","Corporate","Scarlett, James","1988","WG#408060; WW#FCFCFC; AB#1870A4; G#006818; P#780078; N#888888;","P/4 WG26 AB24 WW6 AB20 WW6 AB24 N26 G/4","Successful design by Jamie Scarlett for the Kincardine & Deeside Branch of the National Trust for Scotland. Sample in STA's Scarlett Collection.","http://www.tartansauthority.com/tartan-ferret/display/120/"
"123","Fiddes - 1950 (Artefact)","","123","Artifact; Portrait","","pre 2002","LG#289C18; B#2C2C80; R#C80000;","B/36 LG10 B12 R50 B12 R10 B10 R12 B36 R24 LG/32","From STS records. Said to be in the Kelvingrove Museum, Glasgow. Same setting, slightly different proportions, of #122. Given a c1950 date until these are sorted out. PEM","http://www.tartansauthority.com/tartan-ferret/display/123/"
"124","Canadian Fancy (Fashion)","","124","Canadian; Fashion","Weiser, David","circa 1970","A#5C8CA8; T#604000; G#006818;","A/6 G24 A24 G12 T50 G/8","Scottish Tartans Society records make reference to this as being marketed by a Mr Weiser. Sample provided by Alec Lumsden of Ontario. This would be the same Weiser who designed the Canada or Maple Leaf tartan. It would also appear to be a Thomson variant. SLOG - BGB:GTG Sindex notes mention another tartan of the same name with the SLOG of GRG:RRR which was (according to D C Stewart) ""one half of MacNab GRG:GRG (5)""","http://www.tartansauthority.com/tartan-ferret/display/124/"
"125","Holmes (Clan?)","Home, Hume","125","Clan; Family","Clans Originaux","1880","DG#289C18; K#289C18; R#101010; DB#1474B4;","DB/6 DG6 DB64 K12 R6 K6 R6 K/60","Whilst this is what we now call 'Home', in Clans Originaux (1880 pattern book from J. Claude Fres Et Cie of Paris) in the possession of the Tartans Authority it as clearly named Holmes and there is no Home/Hume in that book. This raises a questionn mark over 5729 which has been labelled as 'Holmes Clan' but which is very close to Kennedy. It also begs the question as to why 'Holmes' - a family mame rooted in Ayrshire, has been changed to Home - a name firmly rooted in the Scottish Borders. (EBW Feb 2015)","http://www.tartansauthority.com/tartan-ferret/display/125/"
"126","Oliver Hunting - 1973 (Clan)","","126","Clan; Family","Oliver Society","1973","Y#E8C000; BL#2888C4; K#101010; G#408060;","K/12 G6 Y6 G6 K6 G44 BL6 G10 BL/124","Sample in STA Johnston Collection. STS notes: Designed for the Oliver Society in 1973 and based on a cottage weaver's formula named 'Tweedside', dating from around 1820. The Tweedside District sett also appeared in one of the notebooks belonging to Wilson's of Bannockburn.","http://www.tartansauthority.com/tartan-ferret/display/126/"
"128","Home (Clan)","Hume Holmes","128","Clan; Family","","pre 1880","BL#1474B4; LG#289C18; K#101010; R#C80000;","BL/4 LG6 BL72 K18 R6 K6 R6 K/72","Named 'Holmes' in 'Clans Originaux' which was produced in Paris in 1880 by J. Claude Fres Et Cie. This version is commercially from Lochcarron, House of Edgar and Peter MacArthur (Feb 2005).","http://www.tartansauthority.com/tartan-ferret/display/128/"
"129","Manx Centenary (Commemorative)","Laxey Centenary","129","Commemorative","Wood, Robert","1981","B#40748C; G#006818; N#888888;","B/44 G6 B6 G6 B6 G18 N56 G6 N/12","Sample from Dr D G Teall & sample in STA Johnston Collection. Manx refers to the Isle of Man, a large (221 sq miles) island in the Irish Sea which is a self governing Crown dependency with a population of about 70,000. The inhabitants are of Celtic origin. Centenary was 1881 - 1981. Laxey is an old mill village on the Isle of Man and this tartan is said to celebrate the centenary of the St George's Woollen Mill in the village. The grey represents the original grey flannel woven there and the blue and green are from the Manx Laxey tartan.","http://www.tartansauthority.com/tartan-ferret/display/129/"
"130","Highland Spring (1988) (Corporate)","","130","Corporate","MacDonald, Peter","1988","R#C80000; DP#440044; G#006818;","DP/12 G4 DP36 R/12","Highland Spring Water Co. from D.C. Dalgliesh. Designed by Peter MacDonald C.1988 for Highland Spring using the colours of the Scottish thistle which appears on their label. STS notes say designed by Michael Peters of London?? Peter MacDonald's father is Micheil - perhaps explains confusion? Green lightened here to show sett. See also #2322 for updated version of this.","http://www.tartansauthority.com/tartan-ferret/display/130/"
"133","MacInroy (Wedding)","MacDonald of Dalchonsie","133","Artifact; Portrait","","1850","WG#408060; K#101010; R#C80000; B#2C2C80;","B/20 WG2 B4 WG6 B32 WG2 K32 R32 WG6 R4 WG2 R/20","According to James Scarlett, this comes from Smiths' Mss Book C.1850 and possibliy celebrates the 1826 marriage between General Sir John MacDonald of Dalchonsie and Dunalasdair and Adriana MacInroy of Lude. William and Andrew Smith's 'Authenticated Tartans of the Clans and Families of Scotland' included the findings of George Hunter, an Army clothier, who toured the Highlands in search of old tartans prior to 1822. Sample in STA's Scarlett Collection.","http://www.tartansauthority.com/tartan-ferret/display/133/"
"136","Ancient Universal (Fashion?)","","136","Canadian; Fashion","Lumsden, Alec","pre 1985","AA#789484; DG#003820; OG#5C6428; T#604000;","AA/24 DG4 AA4 DG4 AA4 T16 OG16 T/2","No details except information came from Alex Lumsden of Toronto. Tartan Society uses modern colours.","http://www.tartansauthority.com/tartan-ferret/display/136/"
"139","Hamilton Green (Hunting)","","139","Clan; Family","","pre 2002","LN#C0C0C0; G#006818; RB#1C0070;","LN/8 G60 RB32 G8 RB/32","This is the version preferred by today's weavers. See also 138 in which the central blue band is narrower than the others.","http://www.tartansauthority.com/tartan-ferret/display/139/"
"140","Roxburgh, Red (District)","","140","District","","1840","WW#FCFCFC; B#2C2C80; R#C80000; G#006818;","B/6 G52 B6 R6 B40 R6 B6 R52 G10 WW/6","Thought to be pre-1850. taken from a silk swatch in Patterson's pattern book. Source given as M Castro the handloom weaver. Now generally accepted as the District tartan rather than the newer alternative Roxburgh. Roxburgh is in the heart of the Borders region of Scotland. The tartan may have been in production before 1850, and is now woven commercially for the first time in perhaps a century and a half. Nomindex states D.C. Dalgliesh 1988. Lochcarron sample.","http://www.tartansauthority.com/tartan-ferret/display/140/"
"141","MacConnell (Name)","","141","Name","Stephenson, Malcolm","1989","SB#A8ACE8; DW#B8B8B8; NB#003C64; DR#880000; DG#003820;","NB/40 DG12 NB12 SB4 DG40 DR16 DG12 DR8 DG20 DW/6","Sample in STA Johnston Collection which states 'from Margaret McConnel of Highland Heritage (USA). Based on MacDonald Hunting without the black. For use by the McConnells in addition to the MacDonald.","http://www.tartansauthority.com/tartan-ferret/display/141/"
"144","Manitoba Province (District)","","144","Canadian; District","Rankine, Hugh Kirkwood","1961","GO#BC8C00; DG#003820; M#901C38; A#5C8CA8; G#006818;","GO/12 M48 G4 DG12 G80 A4 G4 A12 G4 A4 G80 DG12 G4 M/48","Another of Canada's prairies provinces, Manitoba is probably from a Cree name meaning ""the place where the spirit (manitou) speaks."" The designer of this tartan was Hugh Kirkwood Rankine who was born in Winnipeg of Scottish parents. It's said that during a leave in Scotland during World War II, he became interested in tartan and on his return learned how to weave and in time produced this 'history in cloth' which was given Royal Assent in 1962. The red squares represent the Red River Settlement; the green squares signify the natural resources of the province; the azure blue squares represent Lord Selkirk, the founder of the Red River Settlement and the dark green lines are for Manitoba's multi cultural population. In his 'District Tartans' book, Gordon Teal states that sometimes the tartan is depicted with the dark green as red. This, he said, is an example of the errors that can be caused by the Lord Lyon's use of heraldic colours to describe tartans. In heraldry G, gules, is red, whereas G in conventional tartan terminology is green. Recorded in Lyon Court Book No 14. 5th April 1962. Lyon count: Y4 DeepRed 12 LG2 G4 LG24 Az2 LG2 Az4 which exactly matches the CIDD count. The count shown here has been more-or-less tripled. Tartan Society has additional version (#145) which uses light green in place of green but this is not included in this database.","http://www.tartansauthority.com/tartan-ferret/display/144/"
"147","Highlands of Haliburton (District)","","147","Canadian; District","Jenkins, Miss M Patricia","1963","A#5C8CA8; R#C80000; W#E0E0E0; G#006818; Y#E8C000; DT#441800;","A/12 G4 A4 G20 R8 DT16 A12 G8 W4 A4 Y4 G4 DT8 R8 Y/4","Designed by Miss M Patricia Jenkins MA, founder of The Loomcrofters of Gagetown (Est. 1941), New Brunswick, Nova Scotia. Blue and green are for the waters and forests, red & gold for autumn foliage and loyalty to 'Crown and Country' and white for the provincial flower the Trillium and for the winter snow. Brown is for the earth and all fur-bearing animals. The Highlands of Haliburton are in Ontario surrounding Minden and Haliburton and including part of Algonquin Park. Tartan was originally registered in the CIDD but that coverage has now lapsed. Woven by Fraser & Kirkbright of Vancouver.","http://www.tartansauthority.com/tartan-ferret/display/147/"
