"Origin ID","Name","Alternative Name","Description","Category","Source","Origin URL"
"97","Guthrie","Guthrie Family Tartan WR1085","From the Barony of Guthrie in Angus, the name is also said to derive from Guthrum, a Scandinavian prince. Sir David Guthrie was King's Treasurer in the fifteenth century and built Guthrie Castle near Friockheim, Angus, in 1468.","Other","The source of tartan 1085 was: Dgn. J.R.Dalgety","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=97.htm"
"98","Urquhart","Urquhart Clan Tartan WR1086","Registered with Lord Lyon on 14th October, 1991. Lord Lyon also registered the 'Urquhart White Line' in the same entry. The proportions of the count given here are taken from the sample in the Cockburn Collection in the Mitchell Library in Glasgow. The sett also appears in the work of W and A Smith (1850) who claim that their sample was collected in the Highlands around 1822, possibly by George Hunter, the Army clothier.","Other","The source of tartan 1086 was: Cockburn Collection.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=98.htm"
"99","Birse","Birse Family Tartan WR1087","This sample comes from the MacGregor-Hastie collection which forms the basis of the cloth archive of the Scottish Tartans Society. Some of the samples, including this one, were unmarked. One can assume that the sample dates between 1930 and 1950.","Other","The source of tartan 1087 was: MacGregor-Hastie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=99.htm"
"100","MacArthur-Fox","MacArthur-Fox Family Tartan WR1088","The source of tartan 1088 was: Dgn. J MacArthur-Fox","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=100.htm"
"101","Durham","Durham District Tartan WR1089","It was Wilson's practice to give the names of towns to many of his new designs. Maybe because the order came from there or because it was the name of the purchaser. There was a family of Durhams associated with the Royal Court in Edinburgh prior to the Union of the Crowns. Wilson was also a collector of tartans, receiving samples from his agents in the Highlands and from purchase orders from around the world.","Other","The source of tartan 1089 was: Dgn. Wilson's of Bannockburn","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=101.htm"
"102","Justus International","Justus International WR109","A Name tartan, however spelt. It is suggested that this can be used by all of German nationality.","International","The source of tartan 109 was: Christopher Carlisle Justus","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=102.htm"
"103","Childers","Childers Universal Tartan WR1090","1s Battalion, 1st Gurkha Rifles is recorded as using this tartan for plaids, ribbons and bag-covers.","Other","The source of tartan 1090 was: James Johnston and Co., Elgin. 1907","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=103.htm"
"104","MacCormick","MacCormick Dress Clan Tartan WR1091","The source of tartan 1091 was: Pendleton Mills","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=104.htm"
"105","MacKirdy","MacKirdy Family Tartan WR1092","This sample comes from the MacGregor-Hastie collection which forms the basis of the cloth archive of the Scottish Tartans Society. MacGregor-Hastie noted, ""A pattern seen at Andersons, Edinburgh, was labelled 'MacKirdy'. It is a simple green tartan. The family are usually given as a sept of the Stuarts of Bute. The tartan is modern"". One can assume that the sample dates between 1930 and 1950. At a very early period the larger part of the Island of Bute belonged to the Mackuerdys, which was leased to them by King James 1V of Scotland.","Other","The source of tartan 1092 was: Messrs Andersons, Edinburgh","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=105.htm"
"106","Unnamed","Unnamed No. 31 Tartan WR1093","This sett is taken from the records of Messrs Bolingbroke and Jones of Norwich, who were weavers around 1870. Some of the tartans have been adopted or modified in recent times as the copyright of the designs is now in the public domain.","Other","The source of tartan 1093 was: Norwich Collection.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=106.htm"
"107","Russell","Russell or Mitchell or Hunter or Galbraith Clan Tartan WR1094","It seems certain that the tartan was first known as Galbraith in the collection of the Highland Society of London. William Wilson and Sons of Bannockburn recorded the pattern as Russell in their pattern book of 1847, although it was named Hunter in the earlier book of 1819. John Telfer Dunbar states that he has a record of a Hunter tartan designed by a gentleman of the name Hunter in 1824 but without a thread count. Galbraiths ('Briton's son in Gaelic) are connected with the Earls of Lennox, and at one time took protection as a Sept of Clan Donald. The name Galbraith is associated with the West Coast island of Gigha. Named in honour of General Billy Mitchell when it was adopted as the tartan of the United States Air Force pipe band.","Other","The source of tartan 1094 was: Wilson's of Bannockburn","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=107.htm"
"108","Ikelman No. 5 (German National)","Ikelman No. 5 (German National) Country Tartan WR1095","Declared by Douglas C. Ikelman as a general tartan for German Nationals. August 1997.","National","The source of tartan 1095 was: Douglas C. Ikelman","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=108.htm"
"109","Rattray of Lude","Rattray of Lude Family Tartan WR1096","The name of Ramsay associated with this sett is disputed since an identical sample was discovered in the Romanes and Paterson pattern book c.1830 where it is named MacInroy.","Other","The source of tartan 1096 was: Inverness Museum","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=109.htm"
"110","Glenturret","Glenturret Corporate Tartan WR1097","Glenturret Distillery is open to the public. Visitors can view the whisky making process and taste the final product. Glenturret tartan goods are for sale in the distillery shop.","Other","The source of tartan 1097 was: Dgn. Glenturret Distillery","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=110.htm"
"111","Wilson's No. 97","Wilson's No. 97 WR1098","The source of tartan 1098 was: Wilson's of Bannockburn.","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=111.htm"
"112","Unnamed","Unnamed No. 39 Tartan WR1099","This sett is taken from the records of Messrs Bolingbroke and Jones of Norwich, who were weavers around 1870. Some of the tartans have been adopted or modified in recent times as the copyright of the designs is now in the public domain.","Other","The source of tartan 1099 was: Norwich Collection.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=112.htm"
"113","Campbell","Campbell, New Louden (Regimental) Tartan WR11","Possibly the elusive red Campbell tartan.Scarlett speculates that this may be the 'lost' tartan planned for Lord Loudoun's Highland regiment some hundred years earlier, resurrected as a new pattern.","Other","The source of tartan 11 was: Wilson's pattern book 1840","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=113.htm"
"114","Unnamed","Unnamed No. 29 Tartan WR110","This sett is taken from the records of Messrs Bolingbroke and Jones of Norwich, who were weavers around 1870. Some of the tartans have been adopted or modified in recent times as the copyright of the designs is now in the public domain.","Other","The source of tartan 110 was: Norwich Collection. No. 29","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=114.htm"
"115","MacArthur","MacArthur Clan Tartan WR1100","MacArthurs were at one time linked with the MacDonalds and this tartan has the same basic form as the MacDonald, Lord of the Isles sett. MacArthurs, in Skye, held land as the hereditary pipers to the MacDonalds. There is also an older MacArthur of Milton tartan whose design reflects the links with Clan Campbell.","Other","The source of tartan 1100 was: Vestiarium Scoticum","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=115.htm"
"116","Wallace","Wallace Hunting Tartan WR1101","","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=116.htm"
"117","MacPhadran","MacPhadran Clan Tartan WR1102","See MacFadzean","Other","The source of tartan 1102 was: MacKinlay","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=117.htm"
"118","Tara/Murphy","Tara/ Murphy 1103","Found in Pendleton Woollen Mill, Oregon's records by William Johnston TECA (c.1978)","Other","Pendleton Woollen Mill, Oregon","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=118.htm"
"119","MacDona","MacDona Family Tartan WR1104","The source of tartan 1104 was: Robert Mitchell","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=119.htm"
"120","Myron","Myron Family Tartan WR1105","The source of tartan 1105 was: Paton coll. No 29","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=120.htm"
"121","Kincaid","Kincaid of Kincaid Family Tartan WR1106","This sample comes from the MacGregor-Hastie collection which forms the basis of the cloth archive of the Scottish Tartans Society. Some of the samples, including this one, were unmarked. One can assume that the sample dates between 1930 and 1950.","Other","The source of tartan 1106 was: MacGregor-Hastie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=121.htm"
"122","Wilson's No. 94","Wilson's No. 94 WR1107","The source of tartan 1107 was: Wilson's of Bannockburn.","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=122.htm"
"123","Wilson's No. 187","Wilson's No. 187 WR1108","The pattern books of the old firm of weavers, Wilson's of Bannockburn, provide a reliable early source for this tartan. Wilson's were in business with a monopoly to supply tartan to the regiments in the second half of the 18th century before this pattern was recorded.","Other","The source of tartan 1108 was: Wilson's of Bannockburn.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=123.htm"
"124","Innes","Innes Clan Tartan WR1109","The source of tartan 1109 was: The Setts No: 79","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=124.htm"
"125","Clergy","Clergy Clan Tartan WR111","Also in Smith No. 64.","Other","The source of tartan 111 was: W & A.K.Johnston 2nd Volume","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=125.htm"
"126","Tennant","Tennant Family Tartan WR1110","One of three very similar designs. This version has been much simplified from the usual sett which is based on the MacDuff tartan.","Other","The source of tartan 1110 was: Unknown","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=126.htm"
"127","Hebridean Leslie","Hebridean Leslie WR1111","The source of tartan 1111 was: Museum of Antiquities","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=127.htm"
"128","Duncan","Duncan or Leslie of Wardis Clan Tartan WR1112","Duncans and Robertsons share a common ancestor, one of the ancient Earls of Atholl, 'Fat Duncan', who led the clan at the Battle of Bannockburn. This sett is also known as Leslie of Wardis.","Other","The source of tartan 1112 was: W & A K Johnston.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=128.htm"
"129","Leslie","Leslie Hunting Clan Tartan WR1113","Said to have been worn by George 14th Earl of Rothes who died in 1841. This sett is shown by Smibert (1850) and by W & A Smith (1850) but without the definition of 'Hunting'.","Other","The source of tartan 1113 was: Cockburn Collection.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=129.htm"
"130","MacGregor","MacGregor Trade Tartan WR1114","Trade sett.","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=130.htm"
"131","Wilson's No. 120","Wilson's No. 120 WR1115","The source of tartan 1115 was: Wilson's of Bannockburn.","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=131.htm"
"132","Graham of Montrose","Graham of Montrose Clan Tartan WR1116","This appears to be an extension of the sett published by the Smith brothers, in which a single white stripe comes between each pair. It could be a simple transcription error (omitting the last few numbers of the full repeat), since the Graham tartan is well documented throughout the 19th century.","Other","The source of tartan 1116 was: W & A K Johnston.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=132.htm"
"133","Cunningham","Cunningham Clan Tartan WR1117","Having first appeared in Vestarium Scoticum with dark blue guarding the white, the blue had become black by the time it was recorded in both ""The Tartans and Clans and Septs of Scotland"" (Johnstone) and ""The Clans and Tartans of Scotland"" (Bain).","Other","The source of tartan 1117 was: W & A K Johnstone","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=133.htm"
